Census_Region,Census_Region_Code,Ten_Year_Age_Groups,Gender,Gender_Code,Year,Year_Code,Deaths,Population,Crude_Rate
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2016,2016,1930,1748764,110.4
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2017,2017,2052,1791882,114.5
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2018,2018,2089,1858380,112.4
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2019,2019,2208,1906942,115.8
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2020,2020,2251,1938863,116.1
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,1999,1999,2272,1135330,200.1
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2000,2000,2074,1147828,180.7
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2001,2001,2227,1173243,189.8
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2002,2002,2162,1193954,181.1
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2003,2003,2175,1211528,179.5
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2004,2004,2231,1223663,182.3
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2005,2005,2303,1234709,186.5
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2006,2006,2223,1241306,179.1
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2007,2007,2290,1242746,184.3
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2008,2008,2302,1240605,185.6
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2009,2009,2237,1233855,181.3
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2010,2010,2210,1238437,178.5
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2011,2011,2368,1248832,189.6
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2012,2012,2322,1253559,185.2
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2013,2013,2478,1267656,195.5
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2014,2014,2447,1285816,190.3
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2015,2015,2628,1301242,202
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2016,2016,2661,1323193,201.1
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2017,2017,2830,1366979,207
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2018,2018,2914,1429372,203.9
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2019,2019,3171,1472891,215.3
Census Region 2: Midwest,CENS-R2,75-84 years,Male,M,2020,2020,3285,1505830,218.2
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,1999,1999,2343,758657,308.8
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2000,2000,2211,767148,288.2
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2001,2001,2334,777278,300.3
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2002,2002,2494,783157,318.5
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2003,2003,2467,795096,310.3
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2004,2004,2589,803282,322.3
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2005,2005,2647,817438,323.8
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2006,2006,2661,838144,317.5
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2007,2007,2875,858648,334.8
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2008,2008,2891,873469,331
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2009,2009,2764,889873,310.6
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2010,2010,3050,903339,337.6
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2011,2011,3302,927916,355.9
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2012,2012,3325,939550,353.9
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2013,2013,3510,951242,369
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2014,2014,3709,957613,387.3
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2015,2015,3832,963282,397.8
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2016,2016,3902,963981,404.8
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2017,2017,4043,969378,417.1
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2018,2018,4042,969508,416.9
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2019,2019,4119,964317,427.1
Census Region 2: Midwest,CENS-R2,85+ years,Female,F,2020,2020,4265,957484,445.4
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,1999,1999,1508,290852,518.5
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2000,2000,1429,297147,480.9
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2001,2001,1501,305430,491.4
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2002,2002,1478,312250,473.3
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2003,2003,1541,322639,477.6
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2004,2004,1621,331519,489
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2005,2005,1632,343067,475.7
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2006,2006,1714,359303,477
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2007,2007,1795,375357,478.2
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2008,2008,1919,390272,491.7
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2009,2009,1889,405310,466.1
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2010,2010,2032,417301,486.9
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2011,2011,2112,438942,481.2
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2012,2012,2274,452717,502.3
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2013,2013,2387,468745,509.2
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2014,2014,2431,479586,506.9
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2015,2015,2665,488862,545.1
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2016,2016,2762,494341,558.7
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2017,2017,2899,502890,576.5
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2018,2018,2872,507995,565.4
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2019,2019,2972,514787,577.3
Census Region 2: Midwest,CENS-R2,85+ years,Male,M,2020,2020,3198,516956,618.6
Census Region 3: South,CENS-R3,< 1 year,Female,F,1999,1999,242,672535,36
Census Region 3: South,CENS-R3,< 1 year,Female,F,2000,2000,251,673684,37.3
Census Region 3: South,CENS-R3,< 1 year,Female,F,2001,2001,273,721629,37.8
Census Region 3: South,CENS-R3,< 1 year,Female,F,2002,2002,244,713383,34.2
Census Region 3: South,CENS-R3,< 1 year,Female,F,2003,2003,255,716246,35.6
Census Region 3: South,CENS-R3,< 1 year,Female,F,2004,2004,286,727053,39.3
Census Region 3: South,CENS-R3,< 1 year,Female,F,2005,2005,287,733343,39.1
Census Region 3: South,CENS-R3,< 1 year,Female,F,2006,2006,288,744667,38.7
Census Region 3: South,CENS-R3,< 1 year,Female,F,2007,2007,323,770472,41.9
Census Region 3: South,CENS-R3,< 1 year,Female,F,2008,2008,357,773501,46.2
Census Region 3: South,CENS-R3,< 1 year,Female,F,2009,2009,293,748181,39.2
Census Region 3: South,CENS-R3,< 1 year,Female,F,2010,2010,286,735458,38.9
Census Region 3: South,CENS-R3,< 1 year,Female,F,2011,2011,279,748106,37.3
Census Region 3: South,CENS-R3,< 1 year,Female,F,2012,2012,291,736808,39.5
Census Region 3: South,CENS-R3,< 1 year,Female,F,2013,2013,288,735830,39.1
Census Region 3: South,CENS-R3,< 1 year,Female,F,2014,2014,292,738185,39.6
Census Region 3: South,CENS-R3,< 1 year,Female,F,2015,2015,307,748890,41
Census Region 3: South,CENS-R3,< 1 year,Female,F,2016,2016,315,752340,41.9
Census Region 3: South,CENS-R3,< 1 year,Female,F,2017,2017,349,749018,46.6
Census Region 3: South,CENS-R3,< 1 year,Female,F,2018,2018,267,730438,36.6
Census Region 3: South,CENS-R3,< 1 year,Female,F,2019,2019,276,721017,38.3
Census Region 3: South,CENS-R3,< 1 year,Female,F,2020,2020,280,717854,39
Census Region 3: South,CENS-R3,< 1 year,Male,M,1999,1999,315,703886,44.8
Census Region 3: South,CENS-R3,< 1 year,Male,M,2000,2000,299,705282,42.4
Census Region 3: South,CENS-R3,< 1 year,Male,M,2001,2001,345,752201,45.9
Census Region 3: South,CENS-R3,< 1 year,Male,M,2002,2002,324,744824,43.5
Census Region 3: South,CENS-R3,< 1 year,Male,M,2003,2003,353,746969,47.3
Census Region 3: South,CENS-R3,< 1 year,Male,M,2004,2004,354,759481,46.6
Census Region 3: South,CENS-R3,< 1 year,Male,M,2005,2005,356,768098,46.3
Census Region 3: South,CENS-R3,< 1 year,Male,M,2006,2006,410,776338,52.8
Census Region 3: South,CENS-R3,< 1 year,Male,M,2007,2007,425,804766,52.8
Census Region 3: South,CENS-R3,< 1 year,Male,M,2008,2008,413,804721,51.3
Census Region 3: South,CENS-R3,< 1 year,Male,M,2009,2009,410,777210,52.8
Census Region 3: South,CENS-R3,< 1 year,Male,M,2010,2010,389,765215,50.8
Census Region 3: South,CENS-R3,< 1 year,Male,M,2011,2011,367,783201,46.9
Census Region 3: South,CENS-R3,< 1 year,Male,M,2012,2012,386,770929,50.1
Census Region 3: South,CENS-R3,< 1 year,Male,M,2013,2013,399,770468,51.8
Census Region 3: South,CENS-R3,< 1 year,Male,M,2014,2014,406,770645,52.7
Census Region 3: South,CENS-R3,< 1 year,Male,M,2015,2015,420,783450,53.6
Census Region 3: South,CENS-R3,< 1 year,Male,M,2016,2016,443,786050,56.4
Census Region 3: South,CENS-R3,< 1 year,Male,M,2017,2017,482,783777,61.5
Census Region 3: South,CENS-R3,< 1 year,Male,M,2018,2018,405,764348,53
Census Region 3: South,CENS-R3,< 1 year,Male,M,2019,2019,411,754276,54.5
Census Region 3: South,CENS-R3,< 1 year,Male,M,2020,2020,426,748811,56.9
Census Region 3: South,CENS-R3,1-4 years,Female,F,1999,1999,449,2649382,16.9
Census Region 3: South,CENS-R3,1-4 years,Female,F,2000,2000,418,2670799,15.7
Census Region 3: South,CENS-R3,1-4 years,Female,F,2001,2001,400,2684307,14.9
Census Region 3: South,CENS-R3,1-4 years,Female,F,2002,2002,394,2749413,14.3
Census Region 3: South,CENS-R3,1-4 years,Female,F,2003,2003,390,2801888,13.9
Census Region 3: South,CENS-R3,1-4 years,Female,F,2004,2004,397,2852677,13.9
Census Region 3: South,CENS-R3,1-4 years,Female,F,2005,2005,382,2900132,13.2
Census Region 3: South,CENS-R3,1-4 years,Female,F,2006,2006,395,2910006,13.6
Census Region 3: South,CENS-R3,1-4 years,Female,F,2007,2007,406,2939765,13.8
Census Region 3: South,CENS-R3,1-4 years,Female,F,2008,2008,364,2982413,12.2
Census Region 3: South,CENS-R3,1-4 years,Female,F,2009,2009,376,3015107,12.5
Census Region 3: South,CENS-R3,1-4 years,Female,F,2010,2010,335,3022288,11.1
Census Region 3: South,CENS-R3,1-4 years,Female,F,2011,2011,355,3021434,11.7
Census Region 3: South,CENS-R3,1-4 years,Female,F,2012,2012,360,3004590,12
Census Region 3: South,CENS-R3,1-4 years,Female,F,2013,2013,319,2987266,10.7
Census Region 3: South,CENS-R3,1-4 years,Female,F,2014,2014,327,2991670,10.9
Census Region 3: South,CENS-R3,1-4 years,Female,F,2015,2015,299,2999794,10
Census Region 3: South,CENS-R3,1-4 years,Female,F,2016,2016,308,3023249,10.2
Census Region 3: South,CENS-R3,1-4 years,Female,F,2017,2017,341,3038561,11.2
Census Region 3: South,CENS-R3,1-4 years,Female,F,2018,2018,310,3044116,10.2
Census Region 3: South,CENS-R3,1-4 years,Female,F,2019,2019,319,3024911,10.5
Census Region 3: South,CENS-R3,1-4 years,Female,F,2020,2020,316,2997930,10.5
Census Region 3: South,CENS-R3,1-4 years,Male,M,1999,1999,587,2774792,21.2
Census Region 3: South,CENS-R3,1-4 years,Male,M,2000,2000,614,2797738,21.9
Census Region 3: South,CENS-R3,1-4 years,Male,M,2001,2001,642,2808330,22.9
Census Region 3: South,CENS-R3,1-4 years,Male,M,2002,2002,579,2874108,20.1
Census Region 3: South,CENS-R3,1-4 years,Male,M,2003,2003,582,2925420,19.9
Census Region 3: South,CENS-R3,1-4 years,Male,M,2004,2004,590,2975241,19.8
Census Region 3: South,CENS-R3,1-4 years,Male,M,2005,2005,596,3024304,19.7
Census Region 3: South,CENS-R3,1-4 years,Male,M,2006,2006,582,3037390,19.2
Census Region 3: South,CENS-R3,1-4 years,Male,M,2007,2007,581,3066919,18.9
Census Region 3: South,CENS-R3,1-4 years,Male,M,2008,2008,544,3112911,17.5
Census Region 3: South,CENS-R3,1-4 years,Male,M,2009,2009,568,3144606,18.1
Census Region 3: South,CENS-R3,1-4 years,Male,M,2010,2010,558,3148980,17.7
Census Region 3: South,CENS-R3,1-4 years,Male,M,2011,2011,522,3148185,16.6
Census Region 3: South,CENS-R3,1-4 years,Male,M,2012,2012,486,3128755,15.5
Census Region 3: South,CENS-R3,1-4 years,Male,M,2013,2013,509,3113191,16.3
Census Region 3: South,CENS-R3,1-4 years,Male,M,2014,2014,491,3118315,15.7
Census Region 3: South,CENS-R3,1-4 years,Male,M,2015,2015,547,3129065,17.5
Census Region 3: South,CENS-R3,1-4 years,Male,M,2016,2016,486,3153313,15.4
Census Region 3: South,CENS-R3,1-4 years,Male,M,2017,2017,483,3172084,15.2
Census Region 3: South,CENS-R3,1-4 years,Male,M,2018,2018,509,3177910,16
Census Region 3: South,CENS-R3,1-4 years,Male,M,2019,2019,456,3154271,14.5
Census Region 3: South,CENS-R3,1-4 years,Male,M,2020,2020,478,3124017,15.3
Census Region 3: South,CENS-R3,5-14 years,Female,F,1999,1999,606,6998020,8.7
Census Region 3: South,CENS-R3,5-14 years,Female,F,2000,2000,575,7052542,8.2
Census Region 3: South,CENS-R3,5-14 years,Female,F,2001,2001,551,7086843,7.8
Census Region 3: South,CENS-R3,5-14 years,Female,F,2002,2002,548,7112817,7.7
Census Region 3: South,CENS-R3,5-14 years,Female,F,2003,2003,501,7133332,7
Census Region 3: South,CENS-R3,5-14 years,Female,F,2004,2004,540,7151045,7.6
Census Region 3: South,CENS-R3,5-14 years,Female,F,2005,2005,506,7169950,7.1
Census Region 3: South,CENS-R3,5-14 years,Female,F,2006,2006,495,7233717,6.8
Census Region 3: South,CENS-R3,5-14 years,Female,F,2007,2007,453,7299965,6.2
Census Region 3: South,CENS-R3,5-14 years,Female,F,2008,2008,373,7365887,5.1
Census Region 3: South,CENS-R3,5-14 years,Female,F,2009,2009,391,7449307,5.2
Census Region 3: South,CENS-R3,5-14 years,Female,F,2010,2010,370,7520302,4.9
Census Region 3: South,CENS-R3,5-14 years,Female,F,2011,2011,378,7574943,5
Census Region 3: South,CENS-R3,5-14 years,Female,F,2012,2012,351,7635850,4.6
Census Region 3: South,CENS-R3,5-14 years,Female,F,2013,2013,377,7683992,4.9
Census Region 3: South,CENS-R3,5-14 years,Female,F,2014,2014,375,7722785,4.9
Census Region 3: South,CENS-R3,5-14 years,Female,F,2015,2015,376,7743842,4.9
Census Region 3: South,CENS-R3,5-14 years,Female,F,2016,2016,462,7761431,6
Census Region 3: South,CENS-R3,5-14 years,Female,F,2017,2017,401,7794290,5.1
Census Region 3: South,CENS-R3,5-14 years,Female,F,2018,2018,424,7824199,5.4
Census Region 3: South,CENS-R3,5-14 years,Female,F,2019,2019,393,7835981,5
Census Region 3: South,CENS-R3,5-14 years,Female,F,2020,2020,447,7876260,5.7
Census Region 3: South,CENS-R3,5-14 years,Male,M,1999,1999,1125,7337588,15.3
Census Region 3: South,CENS-R3,5-14 years,Male,M,2000,2000,1025,7395246,13.9
Census Region 3: South,CENS-R3,5-14 years,Male,M,2001,2001,977,7424584,13.2
Census Region 3: South,CENS-R3,5-14 years,Male,M,2002,2002,944,7447891,12.7
Census Region 3: South,CENS-R3,5-14 years,Male,M,2003,2003,877,7470651,11.7
Census Region 3: South,CENS-R3,5-14 years,Male,M,2004,2004,978,7486172,13.1
Census Region 3: South,CENS-R3,5-14 years,Male,M,2005,2005,868,7503140,11.6
Census Region 3: South,CENS-R3,5-14 years,Male,M,2006,2006,813,7567954,10.7
Census Region 3: South,CENS-R3,5-14 years,Male,M,2007,2007,757,7634932,9.9
Census Region 3: South,CENS-R3,5-14 years,Male,M,2008,2008,677,7699470,8.8
Census Region 3: South,CENS-R3,5-14 years,Male,M,2009,2009,647,7783107,8.3
Census Region 3: South,CENS-R3,5-14 years,Male,M,2010,2010,644,7855127,8.2
Census Region 3: South,CENS-R3,5-14 years,Male,M,2011,2011,656,7908068,8.3
Census Region 3: South,CENS-R3,5-14 years,Male,M,2012,2012,647,7968410,8.1
Census Region 3: South,CENS-R3,5-14 years,Male,M,2013,2013,602,8011340,7.5
Census Region 3: South,CENS-R3,5-14 years,Male,M,2014,2014,667,8034958,8.3
Census Region 3: South,CENS-R3,5-14 years,Male,M,2015,2015,670,8051222,8.3
Census Region 3: South,CENS-R3,5-14 years,Male,M,2016,2016,687,8063057,8.5
Census Region 3: South,CENS-R3,5-14 years,Male,M,2017,2017,709,8106072,8.7
Census Region 3: South,CENS-R3,5-14 years,Male,M,2018,2018,665,8142029,8.2
Census Region 3: South,CENS-R3,5-14 years,Male,M,2019,2019,699,8162564,8.6
Census Region 3: South,CENS-R3,5-14 years,Male,M,2020,2020,804,8200539,9.8
Census Region 3: South,CENS-R3,15-24 years,Female,F,1999,1999,2159,6792797,31.8
Census Region 3: South,CENS-R3,15-24 years,Female,F,2000,2000,2226,6874024,32.4
Census Region 3: South,CENS-R3,15-24 years,Female,F,2001,2001,2156,7062985,30.5
Census Region 3: South,CENS-R3,15-24 years,Female,F,2002,2002,2402,7190447,33.4
Census Region 3: South,CENS-R3,15-24 years,Female,F,2003,2003,2430,7305238,33.3
Census Region 3: South,CENS-R3,15-24 years,Female,F,2004,2004,2467,7421075,33.2
Census Region 3: South,CENS-R3,15-24 years,Female,F,2005,2005,2325,7523309,30.9
Census Region 3: South,CENS-R3,15-24 years,Female,F,2006,2006,2369,7601483,31.2
Census Region 3: South,CENS-R3,15-24 years,Female,F,2007,2007,2446,7696302,31.8
Census Region 3: South,CENS-R3,15-24 years,Female,F,2008,2008,2213,7777281,28.5
Census Region 3: South,CENS-R3,15-24 years,Female,F,2009,2009,2124,7845623,27.1
Census Region 3: South,CENS-R3,15-24 years,Female,F,2010,2010,2079,7881407,26.4
Census Region 3: South,CENS-R3,15-24 years,Female,F,2011,2011,1975,7928427,24.9
Census Region 3: South,CENS-R3,15-24 years,Female,F,2012,2012,1929,7975286,24.2
Census Region 3: South,CENS-R3,15-24 years,Female,F,2013,2013,1904,7990627,23.8
Census Region 3: South,CENS-R3,15-24 years,Female,F,2014,2014,1941,8023500,24.2
Census Region 3: South,CENS-R3,15-24 years,Female,F,2015,2015,2206,8026000,27.5
Census Region 3: South,CENS-R3,15-24 years,Female,F,2016,2016,2328,7991119,29.1
Census Region 3: South,CENS-R3,15-24 years,Female,F,2017,2017,2437,7976040,30.6
Census Region 3: South,CENS-R3,15-24 years,Female,F,2018,2018,2214,7988824,27.7
Census Region 3: South,CENS-R3,15-24 years,Female,F,2019,2019,2214,7983030,27.7
Census Region 3: South,CENS-R3,15-24 years,Female,F,2020,2020,2656,8023288,33.1
Census Region 3: South,CENS-R3,15-24 years,Male,M,1999,1999,7442,7126830,104.4
Census Region 3: South,CENS-R3,15-24 years,Male,M,2000,2000,7857,7224115,108.8
Census Region 3: South,CENS-R3,15-24 years,Male,M,2001,2001,8012,7434684,107.8
Census Region 3: South,CENS-R3,15-24 years,Male,M,2002,2002,8251,7559726,109.1
Census Region 3: South,CENS-R3,15-24 years,Male,M,2003,2003,8279,7641311,108.3
Census Region 3: South,CENS-R3,15-24 years,Male,M,2004,2004,8391,7793028,107.7
Census Region 3: South,CENS-R3,15-24 years,Male,M,2005,2005,8661,7906457,109.5
Census Region 3: South,CENS-R3,15-24 years,Male,M,2006,2006,9120,8007042,113.9
Census Region 3: South,CENS-R3,15-24 years,Male,M,2007,2007,9037,8088154,111.7
Census Region 3: South,CENS-R3,15-24 years,Male,M,2008,2008,8444,8139022,103.7
Census Region 3: South,CENS-R3,15-24 years,Male,M,2009,2009,7461,8189344,91.1
Census Region 3: South,CENS-R3,15-24 years,Male,M,2010,2010,7073,8207200,86.2
Census Region 3: South,CENS-R3,15-24 years,Male,M,2011,2011,7144,8284209,86.2
Census Region 3: South,CENS-R3,15-24 years,Male,M,2012,2012,7003,8354700,83.8
Census Region 3: South,CENS-R3,15-24 years,Male,M,2013,2013,6741,8397182,80.3
Census Region 3: South,CENS-R3,15-24 years,Male,M,2014,2014,6982,8426402,82.9
Census Region 3: South,CENS-R3,15-24 years,Male,M,2015,2015,7514,8439772,89
Census Region 3: South,CENS-R3,15-24 years,Male,M,2016,2016,8329,8383522,99.3
Census Region 3: South,CENS-R3,15-24 years,Male,M,2017,2017,8080,8379568,96.4
Census Region 3: South,CENS-R3,15-24 years,Male,M,2018,2018,7710,8365060,92.2
Census Region 3: South,CENS-R3,15-24 years,Male,M,2019,2019,7886,8337625,94.6
Census Region 3: South,CENS-R3,15-24 years,Male,M,2020,2020,9678,8362251,115.7
Census Region 3: South,CENS-R3,25-34 years,Female,F,1999,1999,2070,7159838,28.9
Census Region 3: South,CENS-R3,25-34 years,Female,F,2000,2000,2057,7122496,28.9
Census Region 3: South,CENS-R3,25-34 years,Female,F,2001,2001,2113,7070335,29.9
Census Region 3: South,CENS-R3,25-34 years,Female,F,2002,2002,2187,7083247,30.9
Census Region 3: South,CENS-R3,25-34 years,Female,F,2003,2003,2184,7108701,30.7
Census Region 3: South,CENS-R3,25-34 years,Female,F,2004,2004,2312,7161734,32.3
Census Region 3: South,CENS-R3,25-34 years,Female,F,2005,2005,2390,7230678,33.1
Census Region 3: South,CENS-R3,25-34 years,Female,F,2006,2006,2511,7300331,34.4
Census Region 3: South,CENS-R3,25-34 years,Female,F,2007,2007,2580,7383263,34.9
Census Region 3: South,CENS-R3,25-34 years,Female,F,2008,2008,2490,7476555,33.3
Census Region 3: South,CENS-R3,25-34 years,Female,F,2009,2009,2501,7579241,33
Census Region 3: South,CENS-R3,25-34 years,Female,F,2010,2010,2603,7650266,34
Census Region 3: South,CENS-R3,25-34 years,Female,F,2011,2011,2756,7785399,35.4
Census Region 3: South,CENS-R3,25-34 years,Female,F,2012,2012,2766,7882925,35.1
Census Region 3: South,CENS-R3,25-34 years,Female,F,2013,2013,2695,7975765,33.8
Census Region 3: South,CENS-R3,25-34 years,Female,F,2014,2014,2814,8129807,34.6
Census Region 3: South,CENS-R3,25-34 years,Female,F,2015,2015,3163,8269458,38.2
Census Region 3: South,CENS-R3,25-34 years,Female,F,2016,2016,3692,8384530,44
Census Region 3: South,CENS-R3,25-34 years,Female,F,2017,2017,3918,8497659,46.1
Census Region 3: South,CENS-R3,25-34 years,Female,F,2018,2018,3858,8574183,45
Census Region 3: South,CENS-R3,25-34 years,Female,F,2019,2019,3872,8621447,44.9
Census Region 3: South,CENS-R3,25-34 years,Female,F,2020,2020,4914,8670778,56.7
Census Region 3: South,CENS-R3,25-34 years,Male,M,1999,1999,7117,7205511,98.8
Census Region 3: South,CENS-R3,25-34 years,Male,M,2000,2000,7261,7196847,100.9
Census Region 3: South,CENS-R3,25-34 years,Male,M,2001,2001,7387,7135196,103.5
Census Region 3: South,CENS-R3,25-34 years,Male,M,2002,2002,7655,7130164,107.4
Census Region 3: South,CENS-R3,25-34 years,Male,M,2003,2003,7849,7115034,110.3
Census Region 3: South,CENS-R3,25-34 years,Male,M,2004,2004,8088,7167644,112.8
Census Region 3: South,CENS-R3,25-34 years,Male,M,2005,2005,8404,7201414,116.7
Census Region 3: South,CENS-R3,25-34 years,Male,M,2006,2006,8718,7256135,120.1
Census Region 3: South,CENS-R3,25-34 years,Male,M,2007,2007,9077,7331713,123.8
Census Region 3: South,CENS-R3,25-34 years,Male,M,2008,2008,8842,7437661,118.9
Census Region 3: South,CENS-R3,25-34 years,Male,M,2009,2009,8401,7553387,111.2
Census Region 3: South,CENS-R3,25-34 years,Male,M,2010,2010,8466,7633750,110.9
Census Region 3: South,CENS-R3,25-34 years,Male,M,2011,2011,8647,7795102,110.9
Census Region 3: South,CENS-R3,25-34 years,Male,M,2012,2012,8616,7922042,108.8
Census Region 3: South,CENS-R3,25-34 years,Male,M,2013,2013,8619,8024657,107.4
Census Region 3: South,CENS-R3,25-34 years,Male,M,2014,2014,9164,8160153,112.3
Census Region 3: South,CENS-R3,25-34 years,Male,M,2015,2015,10268,8297961,123.7
Census Region 3: South,CENS-R3,25-34 years,Male,M,2016,2016,11852,8424388,140.7
Census Region 3: South,CENS-R3,25-34 years,Male,M,2017,2017,12410,8578912,144.7
Census Region 3: South,CENS-R3,25-34 years,Male,M,2018,2018,12007,8685122,138.2
Census Region 3: South,CENS-R3,25-34 years,Male,M,2019,2019,12250,8750877,140
Census Region 3: South,CENS-R3,25-34 years,Male,M,2020,2020,15526,8816014,176.1
Census Region 3: South,CENS-R3,35-44 years,Female,F,1999,1999,2769,8011678,34.6
Census Region 3: South,CENS-R3,35-44 years,Female,F,2000,2000,2884,8052274,35.8
Census Region 3: South,CENS-R3,35-44 years,Female,F,2001,2001,3148,8068647,39
Census Region 3: South,CENS-R3,35-44 years,Female,F,2002,2002,3298,8028534,41.1
Census Region 3: South,CENS-R3,35-44 years,Female,F,2003,2003,3302,7982491,41.4
Census Region 3: South,CENS-R3,35-44 years,Female,F,2004,2004,3372,7959102,42.4
Census Region 3: South,CENS-R3,35-44 years,Female,F,2005,2005,3322,7962057,41.7
Census Region 3: South,CENS-R3,35-44 years,Female,F,2006,2006,3473,7975424,43.5
Census Region 3: South,CENS-R3,35-44 years,Female,F,2007,2007,3424,7962397,43
Census Region 3: South,CENS-R3,35-44 years,Female,F,2008,2008,3320,7904661,42
Census Region 3: South,CENS-R3,35-44 years,Female,F,2009,2009,3032,7814301,38.8
Census Region 3: South,CENS-R3,35-44 years,Female,F,2010,2010,3130,7764026,40.3
Census Region 3: South,CENS-R3,35-44 years,Female,F,2011,2011,3167,7714407,41.1
Census Region 3: South,CENS-R3,35-44 years,Female,F,2012,2012,3083,7724969,39.9
Census Region 3: South,CENS-R3,35-44 years,Female,F,2013,2013,3175,7746174,41
Census Region 3: South,CENS-R3,35-44 years,Female,F,2014,2014,3202,7791951,41.1
Census Region 3: South,CENS-R3,35-44 years,Female,F,2015,2015,3392,7836696,43.3
Census Region 3: South,CENS-R3,35-44 years,Female,F,2016,2016,3859,7837159,49.2
Census Region 3: South,CENS-R3,35-44 years,Female,F,2017,2017,3933,7918616,49.7
Census Region 3: South,CENS-R3,35-44 years,Female,F,2018,2018,3883,8011163,48.5
Census Region 3: South,CENS-R3,35-44 years,Female,F,2019,2019,4026,8090830,49.8
Census Region 3: South,CENS-R3,35-44 years,Female,F,2020,2020,4970,8199823,60.6
Census Region 3: South,CENS-R3,35-44 years,Male,M,1999,1999,7914,7846586,100.9
Census Region 3: South,CENS-R3,35-44 years,Male,M,2000,2000,8304,7895027,105.2
Census Region 3: South,CENS-R3,35-44 years,Male,M,2001,2001,8418,7915601,106.3
Census Region 3: South,CENS-R3,35-44 years,Male,M,2002,2002,8572,7868792,108.9
Census Region 3: South,CENS-R3,35-44 years,Male,M,2003,2003,8713,7807452,111.6
Census Region 3: South,CENS-R3,35-44 years,Male,M,2004,2004,8368,7796092,107.3
