sex,year,last_letter,cases,pct
F,1989,e,328608,17.88287384
F,1989,f,26,0.001414922
F,1989,g,650,0.035373052
F,1989,h,81326,4.425767473
F,1989,i,45613,2.482263135
F,1989,j,36,0.001959123
F,1989,k,434,0.023618315
F,1989,l,62752,3.414968896
F,1989,m,1998,0.108731321
F,1989,n,209593,11.40606795
F,1989,o,2562,0.139424246
F,1989,p,75,0.004081506
F,1989,q,0,0
F,1989,r,68587,3.732510066
F,1989,s,12631,0.687380038
F,1989,t,9523,0.518242427
F,1989,u,315,0.017142325
F,1989,v,9,0.000489781
F,1989,w,154,0.008380692
F,1989,x,602,0.032760889
F,1989,y,315579,17.17383461
F,1989,z,1360,0.07401131
F,1990,a,718513,37.95671375
F,1990,b,155,0.008188148
F,1990,c,290,0.01531976
F,1990,d,2320,0.122558083
F,1990,e,338360,17.87446249
F,1990,f,31,0.00163763
F,1990,g,691,0.036503291
F,1990,h,85424,4.51267314
F,1990,i,45637,2.410854843
F,1990,j,19,0.001003708
F,1990,k,429,0.02266268
F,1990,l,64918,3.429407601
F,1990,m,2373,0.125357901
F,1990,n,217118,11.46964046
F,1990,o,2803,0.148073408
F,1990,p,80,0.004226141
F,1990,q,0,0
F,1990,r,68803,3.634639563
F,1990,s,15561,0.822037211
F,1990,t,9226,0.487379687
F,1990,u,383,0.020232649
F,1990,v,5,0.000264134
F,1990,w,160,0.008452282
F,1990,x,568,0.0300056
F,1990,y,317567,16.77603567
F,1990,z,1546,0.081670171
F,1991,a,710712,37.9962972
F,1991,b,178,0.009516289
F,1991,c,258,0.013793273
F,1991,d,2747,0.146860934
F,1991,e,331279,17.71093684
F,1991,f,29,0.001550407
F,1991,g,672,0.035926665
F,1991,h,90762,4.85234515
F,1991,i,44763,2.393132875
F,1991,j,51,0.002726577
F,1991,k,383,0.02047606
F,1991,l,66189,3.538616086
F,1991,m,2331,0.124620618
F,1991,n,210344,11.24547375
F,1991,o,2877,0.153811033
F,1991,p,90,0.004811607
F,1991,q,0,0
F,1991,r,67043,3.584272889
F,1991,s,18097,0.967507219
F,1991,t,8985,0.480358753
F,1991,u,378,0.020208749
F,1991,v,7,0.000374236
F,1991,w,194,0.010371686
F,1991,x,769,0.041112508
F,1991,y,309778,16.56144395
F,1991,z,1561,0.083454648
F,1992,a,697581,37.92355282
F,1992,b,171,0.009296308
F,1992,c,347,0.018864437
F,1992,d,3006,0.163419302
F,1992,e,327324,17.79476362
F,1992,f,63,0.003424955
F,1992,g,715,0.038870526
F,1992,h,89334,4.856586787
F,1992,i,44588,2.423998608
F,1992,j,39,0.00212021
F,1992,k,546,0.029682947
F,1992,l,60809,3.305843083
F,1992,m,2441,0.132703431
F,1992,n,213720,11.61875353
F,1992,o,2867,0.155862654
F,1992,p,90,0.004892793
F,1992,q,0,0
F,1992,r,67183,3.652361588
F,1992,s,19436,1.05662593
F,1992,t,8839,0.480526682
F,1992,u,330,0.017940243
F,1992,v,7,0.000380551
F,1992,w,240,0.013047449
F,1992,x,769,0.041806202
F,1992,y,297533,16.17519462
F,1992,z,1462,0.079480712
F,1993,a,680325,37.69660749
F,1993,b,229,0.012688822
F,1993,c,286,0.015847176
F,1993,d,3216,0.178197611
F,1993,e,316223,17.52182311
F,1993,f,44,0.002438027
F,1993,g,621,0.034409427
F,1993,h,89745,4.972743966
F,1993,i,43901,2.432541455
F,1993,j,55,0.003047534
F,1993,k,559,0.030974025
F,1993,l,59248,3.282914196
F,1993,m,2541,0.14079606
F,1993,n,216875,12.01697975
F,1993,o,2878,0.159469131
F,1993,p,63,0.003490811
F,1993,q,0,0
F,1993,r,72062,3.992934154
F,1993,s,22941,1.27115404
F,1993,t,8979,0.49752374
F,1993,u,368,0.020390771
F,1993,v,24,0.001329833
F,1993,w,278,0.015403898
F,1993,x,885,0.049037589
F,1993,y,280880,15.56347791
F,1993,z,1512,0.083779474
F,1994,a,667749,37.48135051
F,1994,b,238,0.013359154
F,1994,c,338,0.018972243
F,1994,d,3649,0.204821644
F,1994,e,309447,17.36953776
F,1994,f,47,0.002638152
F,1994,g,607,0.034071455
F,1994,h,95595,5.365833123
F,1994,i,43309,2.430973029
F,1994,j,59,0.003311723
F,1994,k,576,0.032331397
F,1994,l,58964,3.309702226
F,1994,m,2489,0.139709803
F,1994,n,220364,12.36922904
F,1994,o,2683,0.150599197
F,1994,p,78,0.00437821
F,1994,q,0,0
F,1994,r,67815,3.806516797
F,1994,s,25914,1.454576071
F,1994,t,9046,0.507760097
F,1994,u,421,0.023631108
F,1994,v,8,0.000449047
F,1994,w,324,0.018186411
F,1994,x,787,0.044175016
F,1994,y,269700,15.13850299
F,1994,z,1343,0.075383795
F,1995,a,657875,37.49648047
F,1995,b,250,0.01424909
F,1995,c,625,0.035622725
F,1995,d,3463,0.197378395
F,1995,e,300980,17.1547645
F,1995,f,28,0.001595898
F,1995,g,540,0.030778035
F,1995,h,97294,5.545403871
F,1995,i,42436,2.418697542
F,1995,j,72,0.004103738
F,1995,k,582,0.033171882
F,1995,l,57793,3.293990646
F,1995,m,2452,0.139755075
F,1995,n,220118,12.54592482
F,1995,o,2448,0.13952709
F,1995,p,60,0.003419782
F,1995,q,0,0
F,1995,r,63990,3.64719709
F,1995,s,27295,1.555715652
F,1995,t,8962,0.51080138
F,1995,u,422,0.024052464
F,1995,v,8,0.000455971
F,1995,w,435,0.024793417
F,1995,x,1033,0.05887724
F,1995,y,263981,15.04595617
F,1995,z,1356,0.077287064
F,1996,a,654740,37.42400054
F,1996,b,277,0.015832923
F,1996,c,692,0.039553729
F,1996,d,3716,0.212401237
F,1996,e,300572,17.18026498
F,1996,f,18,0.001028854
F,1996,g,513,0.029322345
F,1996,h,102445,5.855609456
F,1996,i,41917,2.395915677
F,1996,j,58,0.003315197
F,1996,k,550,0.031437212
F,1996,l,57376,3.279529974
F,1996,m,2488,0.142210516
F,1996,n,222415,12.71292281
F,1996,o,2323,0.132779352
F,1996,p,111,0.006344601
F,1996,q,0,0
F,1996,r,59554,3.404021334
F,1996,s,31180,1.782204137
F,1996,t,8848,0.505739006
F,1996,u,421,0.024063757
F,1996,v,8,0.000457269
F,1996,w,472,0.026978844
F,1996,x,1157,0.066132463
F,1996,y,256328,14.65134131
F,1996,z,1340,0.076592481
F,1997,a,653720,37.62371793
F,1997,b,284,0.016345126
F,1997,c,631,0.036316108
F,1997,d,3567,0.205292483
F,1997,e,297138,17.10126093
F,1997,f,35,0.002014364
F,1997,g,481,0.027683119
F,1997,h,106788,6.14599766
F,1997,i,40159,2.311281418
F,1997,j,61,0.003510749
F,1997,k,506,0.02912195
F,1997,l,56039,3.225227206
F,1997,m,2831,0.162933283
F,1997,n,227163,13.07397148
F,1997,o,2188,0.125926536
F,1997,p,77,0.004431601
F,1997,q,0,0
F,1997,r,58768,3.382290056
F,1997,s,31615,1.819546354
F,1997,t,8443,0.485922185
F,1997,u,345,0.019855875
F,1997,v,31,0.001784151
F,1997,w,461,0.026532053
F,1997,x,903,0.051970595
F,1997,y,243788,14.03079445
F,1997,z,1499,0.086272339
F,1998,a,662311,37.55244668
F,1998,b,308,0.017463327
F,1998,c,626,0.035493645
F,1998,d,4098,0.232352968
F,1998,e,300526,17.03955784
F,1998,f,48,0.002721557
F,1998,g,511,0.028973247
F,1998,h,109679,6.218702089
F,1998,i,40252,2.282252724
F,1998,j,101,0.00572661
F,1998,k,516,0.029256743
F,1998,l,56344,3.194654861
F,1998,m,3275,0.185689597
F,1998,n,238001,13.49444575
F,1998,o,2211,0.12536174
F,1998,p,56,0.00317515
F,1998,q,7,0.000396894
F,1998,r,57102,3.237632789
F,1998,s,35080,1.989004908
F,1998,t,8635,0.489596847
F,1998,u,391,0.022169353
F,1998,v,22,0.001247381
F,1998,w,596,0.033792672
F,1998,x,759,0.043034627
F,1998,y,240690,13.64690967
F,1998,z,1551,0.087940325
F,1999,a,662558,37.4270096
F,1999,b,338,0.019093165
F,1999,c,559,0.031577158
F,1999,d,4318,0.243918008
F,1999,e,306774,17.32925033
F,1999,f,32,0.001807637
F,1999,g,485,0.027396997
F,1999,h,112846,6.374518646
F,1999,i,40433,2.284005746
F,1999,j,93,0.005253445
F,1999,k,498,0.02813135
F,1999,l,55941,3.160031792
F,1999,m,3445,0.194603413
F,1999,n,238074,13.44847981
F,1999,o,2027,0.114502502
F,1999,p,63,0.003558785
F,1999,q,5,0.000282443
F,1999,r,54737,3.092019452
F,1999,s,33975,1.919202019
F,1999,t,9029,0.510036057
F,1999,u,409,0.023103859
F,1999,v,20,0.001129773
F,1999,w,787,0.044456571
F,1999,x,767,0.043326798
F,1999,y,240497,13.58535181
F,1999,z,1557,0.087952834
F,2000,a,675423,37.26928209
F,2000,b,372,0.020526652
F,2000,c,499,0.027534407
F,2000,d,4314,0.238042949
F,2000,e,318156,17.55558474
F,2000,f,27,0.001489838
F,2000,g,584,0.032224637
F,2000,h,117182,6.466005767
F,2000,i,42555,2.348149677
F,2000,j,98,0.005407559
F,2000,k,559,0.030845157
F,2000,l,56391,3.111608705
F,2000,m,3772,0.208135838
F,2000,n,248034,13.68631082
F,2000,o,2199,0.121339
F,2000,p,40,0.002207167
F,2000,q,0,0
F,2000,r,50638,2.794162926
F,2000,s,32467,1.791502187
F,2000,t,9558,0.527402529
F,2000,u,478,0.026375644
F,2000,v,42,0.002317525
F,2000,w,760,0.041936171
F,2000,x,736,0.040611871
F,2000,y,245861,13.56640648
F,2000,z,1533,0.084589671
F,2001,a,673356,37.47422574
F,2001,b,394,0.021927249
F,2001,c,526,0.029273434
F,2001,d,4452,0.247766788
F,2001,e,315975,17.58493053
F,2001,f,30,0.001669588
F,2001,g,508,0.028271682
F,2001,h,119629,6.657702837
F,2001,i,45228,2.517070141
F,2001,j,121,0.006734003
F,2001,k,561,0.031221287
F,2001,l,56667,3.153683861
F,2001,m,3778,0.210256721
F,2001,n,245623,13.66963649
F,2001,o,2013,0.112029322
F,2001,p,53,0.002949605
F,2001,q,0,0
F,2001,r,47240,2.629043811
F,2001,s,31325,1.743327633
F,2001,t,9493,0.528313143
F,2001,u,491,0.027325582
F,2001,v,35,0.001947852
F,2001,w,970,0.05398333
F,2001,x,748,0.041628382
F,2001,y,236045,13.13659285
F,2001,z,1590,0.088488138
F,2002,a,680944,37.97751167
F,2002,b,332,0.018516257
F,2002,c,590,0.032905396
F,2002,d,4028,0.224649042
F,2002,e,315690,17.60661767
F,2002,f,37,0.002063559
F,2002,g,575,0.032068818
F,2002,h,122238,6.817440306
F,2002,i,48167,2.686363056
F,2002,j,95,0.005298326
F,2002,k,487,0.027160895
F,2002,l,55989,3.122610524
F,2002,m,3868,0.215725544
F,2002,n,243376,13.57353157
F,2002,o,2055,0.114611167
F,2002,p,37,0.002063559
F,2002,q,16,0.00089235
F,2002,r,43277,2.413638673
F,2002,s,30233,1.686150565
F,2002,t,9621,0.53658104
F,2002,u,583,0.032514993
F,2002,v,50,0.002788593
F,2002,w,1060,0.059118169
F,2002,x,708,0.039486475
F,2002,y,227567,12.69183428
F,2002,z,1396,0.077857513
F,2003,a,702583,38.5382007
F,2003,b,344,0.018869146
F,2003,c,633,0.034721422
F,2003,d,3718,0.20394036
F,2003,e,322158,17.67106471
F,2003,f,39,0.002139235
F,2003,g,533,0.029236206
F,2003,h,123585,6.778905173
F,2003,i,47655,2.613980062
F,2003,j,142,0.007789008
F,2003,k,570,0.031265736
F,2003,l,56641,3.106881643
F,2003,m,3907,0.21430742
F,2003,n,243059,13.33231308
F,2003,o,1969,0.108003919
F,2003,p,47,0.002578052
F,2003,q,21,0.001151896
F,2003,r,40098,2.199462229
F,2003,s,30154,1.654012272
F,2003,t,9421,0.516762274
F,2003,u,638,0.034995683
F,2003,v,93,0.005101252
F,2003,w,1102,0.060447089
F,2003,x,813,0.044594813
F,2003,y,231748,12.71188021
F,2003,z,1411,0.077396409
F,2004,a,710316,38.80149084
F,2004,b,601,0.032830031
F,2004,c,634,0.034632678
F,2004,d,3650,0.199383713
F,2004,e,323712,17.68298645
F,2004,f,31,0.001693396
F,2004,g,518,0.0282961
F,2004,h,122640,6.699292761
F,2004,i,48680,2.659177851
F,2004,j,127,0.006937461
F,2004,k,587,0.032065271
F,2004,l,55448,3.028884418
F,2004,m,4180,0.228335321
F,2004,n,244608,13.36187707
F,2004,o,1867,0.101986135
F,2004,p,32,0.001748022
F,2004,q,13,0.000710134
F,2004,r,37979,2.074628504
F,2004,s,30426,1.662040782
F,2004,t,9719,0.530906934
F,2004,u,808,0.044137545
F,2004,v,123,0.006718958
F,2004,w,1151,0.062874152
F,2004,x,893,0.048780728
F,2004,y,230467,12.5894154
F,2004,z,1431,0.078169341
F,2005,a,727309,39.46723956
F,2005,b,369,0.020023692
F,2005,c,601,0.032613114
F,2005,d,3535,0.191825884
F,2005,e,322272,17.48800885
F,2005,f,39,0.002116325
F,2005,g,499,0.027078109
F,2005,h,126877,6.884948424
F,2005,i,49653,2.694407529
F,2005,j,140,0.007597065
F,2005,k,609,0.033047231
F,2005,l,55196,2.995197027
F,2005,m,4255,0.230896502
F,2005,n,242346,13.1508446
F,2005,o,2076,0.112653617
F,2005,p,64,0.003472944
F,2005,q,21,0.00113956
F,2005,r,35984,1.95266269
F,2005,s,28522,1.547739141
F,2005,t,10327,0.560392052
F,2005,u,701,0.038039588
F,2005,v,108,0.005860593
F,2005,w,1135,0.061590489
F,2005,x,945,0.051280187
F,2005,y,227849,12.36416855
F,2005,z,1385,0.075156676
F,2006,a,753347,39.74057612
F,2006,b,367,0.019359991
F,2006,c,622,0.032811757
F,2006,d,3562,0.187902696
F,2006,e,330201,17.4187698
F,2006,f,60,0.003165121
F,2006,g,463,0.024424185
F,2006,h,134210,7.079848623
F,2006,i,52887,2.789896089
F,2006,j,134,0.007068771
F,2006,k,598,0.031545708
F,2006,l,54520,2.876040138
F,2006,m,4276,0.225567638
F,2006,n,253176,13.35554545
F,2006,o,2095,0.110515482
F,2006,p,42,0.002215585
F,2006,q,19,0.001002288
F,2006,r,35640,1.880081998
F,2006,s,27987,1.476370788
F,2006,t,10829,0.571251626
F,2006,u,780,0.041146576
F,2006,v,110,0.005802722
F,2006,w,1169,0.061667112
F,2006,x,1044,0.055073109
F,2006,y,225829,11.91293596
F,2006,z,1695,0.089414674
F,2007,a,752731,39.2834702
F,2007,b,409,0.021344862
F,2007,c,765,0.039923764
F,2007,d,3316,0.173055165
F,2007,e,334394,17.45132954
F,2007,f,51,0.002661584
F,2007,g,515,0.026876782
F,2007,h,138327,7.218999328
F,2007,i,55789,2.911512239
F,2007,j,171,0.008924135
F,2007,k,648,0.033817776
F,2007,l,54803,2.860054943
F,2007,m,4482,0.233906287
F,2007,n,264543,13.80595068
F,2007,o,2151,0.11225623
F,2007,p,39,0.002035329
F,2007,q,40,0.002087517
F,2007,r,34114,1.780338929
F,2007,s,25916,1.352502307
F,2007,t,11630,0.606945587
F,2007,u,763,0.039819388
F,2007,v,119,0.006210363
F,2007,w,1423,0.07426342
F,2007,x,1103,0.057563283
F,2007,y,226225,11.8062137
F,2007,z,1685,0.087936656
F,2008,a,723374,38.41813971
F,2008,b,408,0.021668737
F,2008,c,918,0.048754658
F,2008,d,3212,0.170588195
F,2008,e,332733,17.67133306
F,2008,f,63,0.003345908
F,2008,g,459,0.024377329
F,2008,h,135499,7.196304418
F,2008,i,57880,3.073986522
F,2008,j,156,0.008285105
F,2008,k,584,0.031016035
F,2008,l,52050,2.764357264
F,2008,m,4311,0.2289557
F,2008,n,267420,14.20258251
F,2008,o,2240,0.118965615
F,2008,p,47,0.002496154
F,2008,q,43,0.002283715
F,2008,r,33715,1.790591838
F,2008,s,26133,1.387914474
F,2008,t,12164,0.646025778
F,2008,u,721,0.038292057
F,2008,v,143,0.00759468
F,2008,w,1500,0.079664474
F,2008,x,1107,0.058792382
F,2008,y,224426,11.91918623
F,2008,z,1591,0.084497453
F,2009,a,698448,38.22966766
F,2009,b,435,0.023809797
F,2009,c,924,0.050575294
F,2009,d,2841,0.155502608
F,2009,e,322661,17.6609036
F,2009,f,82,0.004488284
F,2009,g,486,0.026601291
F,2009,h,137358,7.518313018
F,2009,i,55974,3.063746217
F,2009,j,179,0.009797595
F,2009,k,581,0.031801132
F,2009,l,49188,2.692313376
F,2009,m,4298,0.235251746
F,2009,n,260469,14.25681412
F,2009,o,2367,0.129558139
F,2009,p,33,0.00180626
F,2009,q,61,0.003338845
F,2009,r,33161,1.815072861
F,2009,s,26359,1.442764257
F,2009,t,12695,0.69486294
F,2009,u,724,0.039628261
F,2009,v,186,0.010180741
F,2009,w,1956,0.107061986
F,2009,x,1144,0.062617031
F,2009,y,213036,11.66056096
F,2009,z,1333,0.072961977
F,2010,a,670592,38.1348178
F,2010,b,450,0.025590326
F,2010,c,939,0.053398481
F,2010,d,2579,0.146661003
F,2010,e,313817,17.8459542
F,2010,f,97,0.005516137
F,2010,g,657,0.037361876
F,2010,h,133403,7.586280628
F,2010,i,55820,3.174337793
F,2010,j,159,0.009041915
F,2010,k,614,0.034916578
F,2010,l,46294,2.632619022
F,2010,m,4530,0.257609283
F,2010,n,246481,14.01673152
F,2010,o,2187,0.124368985
F,2010,p,35,0.001990359
F,2010,q,53,0.003013972
F,2010,r,31656,1.800194145
F,2010,s,23396,1.330469491
F,2010,t,13762,0.782609042
F,2010,u,734,0.041740665
F,2010,v,205,0.011657815
F,2010,w,2051,0.11663502
F,2010,x,1279,0.072733394
F,2010,y,205449,11.68334872
F,2010,z,1238,0.070401831
M,1880,a,754,0.683794789
M,1880,b,509,0.461606827
M,1880,c,349,0.316504485
M,1880,d,9177,8.322526232
M,1880,e,13466,12.2121759
M,1880,f,108,0.097944081
M,1880,g,147,0.133312777
M,1880,h,4040,3.663834148
M,1880,i,200,0.181377928
M,1880,j,0,0
M,1880,k,4720,4.280519104
M,1880,l,5090,4.616068271
M,1880,m,11246,10.1988809
M,1880,n,16918,15.34275894
M,1880,o,917,0.8316178
M,1880,p,282,0.255742879
M,1880,q,0,0
M,1880,r,7454,6.759955381
M,1880,s,18384,16.67225915
M,1880,t,6934,6.288372768
M,1880,u,25,0.022672241
M,1880,v,33,0.029927358
M,1880,w,853,0.773576863
M,1880,x,304,0.275694451
M,1880,y,8328,7.552576927
M,1880,z,29,0.0262998
M,1881,a,742,0.738044084
M,1881,b,470,0.467494231
M,1881,c,331,0.329235299
M,1881,d,8387,8.342285351
M,1881,e,12389,12.32294899
M,1881,f,83,0.082557492
M,1881,g,146,0.145221612
M,1881,h,3761,3.740948516
M,1881,i,206,0.204901727
M,1881,j,0,0
M,1881,k,4149,4.126879924
M,1881,l,4571,4.546630063
M,1881,m,10202,10.14760882
M,1881,n,15412,15.3298321
M,1881,o,791,0.786782844
M,1881,p,271,0.269555184
M,1881,q,0,0
M,1881,r,7273,7.234224556
M,1881,s,16320,16.23299117
M,1881,t,6198,6.164955837
M,1881,u,26,0.025861383
M,1881,v,18,0.017904034
M,1881,w,748,0.744012095
M,1881,x,267,0.26557651
M,1881,y,7767,7.725590833
M,1881,z,8,0.007957349
M,1882,a,766,0.675187307
M,1882,b,506,0.446011459
M,1882,c,349,0.307624504
M,1882,d,9702,8.551784927
M,1882,e,14584,12.8550022
M,1882,f,135,0.118995152
M,1882,g,146,0.128691053
M,1882,h,4162,3.668576465
M,1882,i,207,0.182459233
M,1882,j,0,0
M,1882,k,4723,4.163067431
M,1882,l,5427,4.783605112
M,1882,m,11237,9.904803878
M,1882,n,16982,14.96870868
M,1882,o,907,0.799471133
M,1882,p,308,0.271485236
M,1882,q,0,0
M,1882,r,7988,7.040987219
M,1882,s,18182,16.02644337
M,1882,t,7051,6.215072719
M,1882,u,10,0.008814456
M,1882,v,43,0.03790216
M,1882,w,875,0.771264874
M,1882,x,355,0.312913178
M,1882,y,8774,7.733803438
M,1882,z,31,0.027324813
M,1883,a,734,0.703253746
M,1883,b,452,0.43306634
M,1883,c,299,0.2864753
M,1883,d,8796,8.427547618
M,1883,e,13153,12.60203886
M,1883,f,106,0.101559805
M,1883,g,135,0.129345035
M,1883,h,3905,3.741424903
M,1883,i,167,0.160004599
M,1883,j,0,0
M,1883,k,4387,4.203234584
M,1883,l,5100,4.886367991
M,1883,m,10098,9.675008623
M,1883,n,15841,15.17744223
M,1883,o,805,0.771279654
M,1883,p,286,0.274019852
M,1883,q,0,0
M,1883,r,7510,7.195416395
M,1883,s,16489,15.79829839
M,1883,t,6724,6.442340858
M,1883,u,16,0.015329782
M,1883,v,44,0.0421569
M,1883,w,794,0.760740428
M,1883,x,283,0.271145518
M,1883,y,8236,7.89100525
M,1883,z,12,0.011497336
M,1884,a,788,0.690168601
M,1884,b,496,0.434420845
M,1884,c,319,0.279395665
M,1884,d,9856,8.632362601
M,1884,e,14599,12.78651193
M,1884,f,131,0.114736151
M,1884,g,160,0.140135757
M,1884,h,4210,3.687322093
M,1884,i,158,0.13838406
M,1884,j,0,0
M,1884,k,4770,4.177797241
M,1884,l,5604,4.908254872
M,1884,m,10710,9.380337202
M,1884,n,17141,15.01291877
M,1884,o,933,0.81716663
M,1884,p,275,0.240858332
M,1884,q,0,0
M,1884,r,8983,7.86774688
M,1884,s,17657,15.46485658
M,1884,t,6983,6.116049923
M,1884,u,15,0.013137727
M,1884,v,36,0.031530545
M,1884,w,826,0.723450843
M,1884,x,343,0.300416028
M,1884,y,9155,8.018392818
M,1884,z,27,0.023647909
M,1885,a,679,0.631533911
M,1885,b,441,0.410171509
M,1885,c,301,0.279958332
M,1885,d,9214,8.569887273
M,1885,e,14008,13.02875851
M,1885,f,115,0.106960824
M,1885,g,182,0.169277131
M,1885,h,4034,3.751999702
M,1885,i,147,0.136723836
M,1885,j,0,0
M,1885,k,4562,4.243089401
M,1885,l,5368,4.992745266
M,1885,m,9787,9.102831207
M,1885,n,15760,14.65828342
M,1885,o,956,0.889169984
M,1885,p,283,0.263216638
M,1885,q,0,0
M,1885,r,8550,7.952304773
M,1885,s,16382,15.23680196
M,1885,t,6808,6.332080807
M,1885,u,13,0.012091224
M,1885,v,28,0.026042636
M,1885,w,782,0.727333606
M,1885,x,332,0.30879125
M,1885,y,8767,8.154135198
M,1885,z,17,0.0158116
M,1886,a,749,0.677668603
M,1886,b,452,0.408953549
M,1886,c,283,0.256048351
M,1886,d,9710,8.785263196
M,1886,e,14437,13.06208494
M,1886,f,112,0.101333623
M,1886,g,141,0.127571793
M,1886,h,4070,3.682391473
M,1886,i,171,0.154714728
M,1886,j,0,0
M,1886,k,4682,4.236107341
M,1886,l,5613,5.078443081
M,1886,m,10024,9.069359246
M,1886,n,16569,14.99104283
M,1886,o,950,0.859526265
M,1886,p,304,0.275048405
M,1886,q,0,0
M,1886,r,8437,7.633498
M,1886,s,16691,15.1014241
M,1886,t,6925,6.265494092
M,1886,u,9,0.00814288
M,1886,v,32,0.028952464
M,1886,w,805,0.728335414
M,1886,x,352,0.3184771
M,1886,y,8995,8.138356586
M,1886,z,13,0.011761938
M,1887,a,674,0.666547993
M,1887,b,434,0.429201527
M,1887,c,261,0.258114282
M,1887,d,9033,8.933127633
M,1887,e,13165,13.01944263
M,1887,f,124,0.122629008
M,1887,g,117,0.115706402
M,1887,h,3926,3.882592615
M,1887,i,139,0.137463162
M,1887,j,0,0
M,1887,k,4327,4.279159002
M,1887,l,5353,5.293815147
M,1887,m,9066,8.965762772
M,1887,n,15074,14.90733598
M,1887,o,960,0.949385866
M,1887,p,264,0.261081113
M,1887,q,0,0
M,1887,r,7620,7.535750312
M,1887,s,14859,14.69471311
M,1887,t,6308,6.238256295
M,1887,u,10,0.009889436
M,1887,v,34,0.033624083
M,1887,w,689,0.681382148
M,1887,x,319,0.315473012
M,1887,y,8339,8.246800767
M,1887,z,23,0.022745703
M,1888,a,776,0.643962026
M,1888,b,468,0.388368851
M,1888,c,305,0.253103631
M,1888,d,10600,8.796388502
M,1888,e,15681,13.01284605
M,1888,f,140,0.116178716
M,1888,g,190,0.157671115
M,1888,h,4621,3.834727478
M,1888,i,181,0.150202483
M,1888,j,0,0
M,1888,k,5098,4.23056496
M,1888,l,6414,5.322644891
M,1888,m,10600,8.796388502
M,1888,n,18259,15.15219412
M,1888,o,1220,1.012414526
M,1888,p,336,0.278828919
M,1888,q,0,0
M,1888,r,9073,7.529210649
M,1888,s,17264,14.32649539
M,1888,t,7769,6.447088893
M,1888,u,15,0.01244772
M,1888,v,30,0.024895439
M,1888,w,823,0.682964881
M,1888,x,431,0.357664476
M,1888,y,10187,8.453661289
M,1888,z,23,0.019086503
M,1889,a,671,0.608561582
M,1889,b,389,0.352802467
M,1889,c,271,0.245782695
M,1889,d,10167,9.220932342
M,1889,e,14333,12.99927444
M,1889,f,124,0.112461455
M,1889,g,124,0.112461455
M,1889,h,4234,3.840014511
M,1889,i,154,0.139669871
M,1889,j,0,0
M,1889,k,4520,4.099401415
M,1889,l,6032,5.470705605
M,1889,m,9431,8.553419191
M,1889,n,16778,15.21676038
M,1889,o,1106,1.003083621
M,1889,p,283,0.256666062
M,1889,q,0,0
M,1889,r,8380,7.600217667
M,1889,s,15664,14.20642119
M,1889,t,6962,6.314166516
M,1889,u,17,0.015418103
M,1889,v,27,0.024487575
M,1889,w,757,0.686559042
M,1889,x,321,0.291130056
M,1889,y,9481,8.598766552
M,1889,z,34,0.030836205
M,1890,a,680,0.614350505
M,1890,b,399,0.360479193
M,1890,c,270,0.243933289
M,1890,d,10418,9.41221112
M,1890,e,14714,13.29346078
M,1890,f,125,0.112932078
M,1890,g,157,0.14184269
M,1890,h,4306,3.890284227
M,1890,i,131,0.118352818
M,1890,j,0,0
M,1890,k,4667,4.216432069
M,1890,l,6244,5.641183167
M,1890,m,9124,8.243138247
M,1890,n,16228,14.66129411
M,1890,o,1196,1.080534124
M,1890,p,304,0.274650814
M,1890,q,0,0
M,1890,r,8230,7.435448024
M,1890,s,15632,14.12283396
M,1890,t,7196,6.501273874
M,1890,u,15,0.013551849
M,1890,v,21,0.018972589
M,1890,w,740,0.668557903
M,1890,x,353,0.318920189
M,1890,y,9520,8.60090707
M,1890,z,16,0.014455306
M,1891,a,651,0.645039832
M,1891,b,319,0.316079426
M,1891,c,226,0.223930879
M,1891,d,9561,9.473465182
M,1891,e,13497,13.37342951
M,1891,f,140,0.138718243
M,1891,g,133,0.131782331
M,1891,h,4123,4.085252269
M,1891,i,128,0.126828108
M,1891,j,0,0
M,1891,k,4089,4.051563553
M,1891,l,5805,5.751852879
M,1891,m,8174,8.099163727
M,1891,n,14981,14.84384289
M,1891,o,1080,1.070112164
M,1891,p,287,0.284372399
M,1891,q,0,0
M,1891,r,7601,7.531409774
M,1891,s,13969,13.84110816
M,1891,t,6537,6.477151124
M,1891,u,8,0.007926757
M,1891,v,23,0.022789426
M,1891,w,701,0.694582062
M,1891,x,339,0.335896318
M,1891,y,8530,8.451904403
M,1891,z,22,0.021798581
M,1892,a,748,0.61478273
M,1892,b,374,0.307391365
M,1892,c,288,0.236707789
M,1892,d,11763,9.668033764
M,1892,e,16479,13.54412381
M,1892,f,107,0.087943519
M,1892,g,152,0.124929111
M,1892,h,4980,4.093072188
M,1892,i,159,0.130682425
M,1892,j,0,0
M,1892,k,4833,3.972252587
M,1892,l,7162,5.886462451
M,1892,m,9579,7.872999696
M,1892,n,17642,14.49999589
M,1892,o,1310,1.07669168
M,1892,p,385,0.316432288
M,1892,q,0,0
M,1892,r,9549,7.848342635
M,1892,s,16830,13.83261143
M,1892,t,7728,6.351659009
M,1892,u,14,0.011506629
M,1892,v,25,0.020547551
M,1892,w,861,0.707657661
M,1892,x,387,0.318076092
M,1892,y,10286,8.454084442
M,1892,z,28,0.023013257
M,1893,a,626,0.559083318
M,1893,b,380,0.33937965
M,1893,c,244,0.217917459
M,1893,d,11043,9.862551242
